Headline,Domain,Keywords,Sentiment
Gangster Duo's Marriage Becomes Talking Point In Police Circles,India,"['gangster', 'duo', ""'s"", 'marriage', 'becomes', 'talking', 'point', 'police', 'circle']",Neutral
"""520 Metres In 45 Seconds"": All About India's 1st Underwater Metro",India,"['``', '520', 'metre', '45', 'second', ""''"", 'india', ""'s"", '1st', 'underwater', 'metro']",Neutral
"""Main Chithhi Likhunga"": PM Modi's Promise, Mid-Speech, At Odisha Rally",India,"['``', 'main', 'chithhi', 'likhunga', ""''"", 'pm', 'modi', ""'s"", 'promise', 'mid-speech', 'odisha', 'rally']",Positive
"PM Modi Opens Kolkata's Underwater Metro, India's First",India,"['pm', 'modi', 'open', 'kolkata', ""'s"", 'underwater', 'metro', 'india', ""'s"", 'first']",Neutral
RBI Tells Credit Card Issuers To Give Customers Options To Choose Networks,India,"['rbi', 'tell', 'credit', 'card', 'issuer', 'give', 'customer', 'option', 'choose', 'network']",Positive
"PM Modi To Unveil Projects Worth Rs 12,800 Crore In Bihar",India,"['pm', 'modi', 'unveil', 'project', 'worth', 'r', '12,800', 'crore', 'bihar']",Positive
5 Of Family Killed In Twin Cylinder Blasts In Lucknow,India,"['5', 'family', 'killed', 'twin', 'cylinder', 'blast', 'lucknow']",Negative
"""Rae Bareli Calling"": Posters Backing Priyanka Gandhi In Congress Bastion",India,"['``', 'rae', 'bareli', 'calling', ""''"", 'poster', 'backing', 'priyanka', 'gandhi', 'congress', 'bastion']",Neutral
"Protesting Farmers To March To Delhi Today, Cops Step Up Security",India,"['protesting', 'farmer', 'march', 'delhi', 'today', 'cop', 'step', 'security']",Negative
PM To Inaugurate India's First Underwater Metro Service In Kolkata Today,India,"['pm', 'inaugurate', 'india', ""'s"", 'first', 'underwater', 'metro', 'service', 'kolkata', 'today']",Neutral
New Cyber Fraud Exposed: How Chennai Woman Evaded 'Drug Smuggling' Scam,India,"['new', 'cyber', 'fraud', 'exposed', 'chennai', 'woman', 'evaded', ""'drug"", 'smuggling', 'scam']",Negative
"""If Indians Can Be Proud..."": Singer On Spanish Tourist's Gang-Rape",India,"['``', 'indian', 'proud', '...', ""''"", 'singer', 'spanish', 'tourist', ""'s"", 'gang-rape']",Neutral
"Indian Navy Synonymous With Credibility In Indo-Pacific, Says Rajnath Singh",India,"['indian', 'navy', 'synonymous', 'credibility', 'indo-pacific', 'say', 'rajnath', 'singh']",Neutral
Taiwan Minister Apologises After Criticism Over 'Racist' Remark On Indians,India,"['taiwan', 'minister', 'apologises', 'criticism', ""'racist"", 'remark', 'indian']",Negative
"Congress To Promise ""Right To Employment"" To Youth In Poll Manifesto",India,"['congress', 'promise', '``', 'right', 'employment', ""''"", 'youth', 'poll', 'manifesto']",Positive
"Food Authority Verifies McDonald's Uses 'Real' Cheese, Says Franchisee",India,"['food', 'authority', 'verifies', 'mcdonald', ""'s"", 'us', ""'real"", 'cheese', 'say', 'franchisee']",Positive
Northeast Delhi Riots: Court Reserves Order On Bail Pleas Of 4 Accused,India,"['northeast', 'delhi', 'riot', 'court', 'reserve', 'order', 'bail', 'plea', '4', 'accused']",Negative
Law Commission May Submit Report On Simultaneous Polls Next Week,India,"['law', 'commission', 'may', 'submit', 'report', 'simultaneous', 'poll', 'next', 'week']",Neutral
UP Couple Arrested For Involvement In Naxal Activities: Cops,India,"['couple', 'arrested', 'involvement', 'naxal', 'activity', 'cop']",Negative
"In Setback To Himachal, High Court Strikes Down Cess On Hydropower Generation",India,"['setback', 'himachal', 'high', 'court', 'strike', 'ce', 'hydropower', 'generation']",Negative
"Amit Shah Holds Late-Night Meet On Maharashtra Seat Tangle, Talks Positive: Sources",India,"['amit', 'shah', 'hold', 'late-night', 'meet', 'maharashtra', 'seat', 'tangle', 'talk', 'positive', 'source']",Positive
Manipur Looks At One Last Step To End Hereditary Chieftainship,India,"['manipur', 'look', 'one', 'last', 'step', 'end', 'hereditary', 'chieftainship']",Neutral
"UP 'Land Mafia' Sudhir Goyal, Wife Arrested In Money Laundering Case",India,"[""'land"", 'mafia', 'sudhir', 'goyal', 'wife', 'arrested', 'money', 'laundering', 'case']",Negative
"3 Killed, 6 Injured After Car Collides With Stationary Truck In UP: Cops",India,"['3', 'killed', '6', 'injured', 'car', 'collides', 'stationary', 'truck', 'cop']",Negative
99 Kg Drugs Worth Rs 108 Crore Seized From Boat Near Tamil Nadu Coast,India,"['99', 'kg', 'drug', 'worth', 'r', '108', 'crore', 'seized', 'boat', 'near', 'tamil', 'nadu', 'coast']",Positive
"Man, 28, Dies After Rack Falls On Him While Working At Warehouse In Noida",India,"['man', '28', 'dy', 'rack', 'fall', 'working', 'warehouse', 'noida']",Neutral
Ex-Minister Sukhdev Dhindsa Merges His Party With Sukhbir Badal's Akali Dal,India,"['ex-minister', 'sukhdev', 'dhindsa', 'merges', 'party', 'sukhbir', 'badal', ""'s"", 'akali', 'dal']",Positive
Pics: Chief Justice's Day Out At Rashtrapati Bhavan's Amrit Udyan,India,"['pic', 'chief', 'justice', ""'s"", 'day', 'rashtrapati', 'bhavan', ""'s"", 'amrit', 'udyan']",Neutral
"Weeks After Marriage, Rajasthan Man Kills Wife, Dials Father-In-Law Before Fleeing: Cops",India,"['week', 'marriage', 'rajasthan', 'man', 'kill', 'wife', 'dial', 'father-in-law', 'fleeing', 'cop']",Negative
"Didn't Get Any Threat Call, Anti-Terror Agency Is Probing: Karnataka Chief Minister Siddaramaiah",India,"[""n't"", 'get', 'threat', 'call', 'anti-terror', 'agency', 'probing', 'karnataka', 'chief', 'minister', 'siddaramaiah']",Positive
"PM Trying To Put Man On Moon, Sonia Gandhi Launching ""Rahul Yaan"": Amit Shah",India,"['pm', 'trying', 'put', 'man', 'moon', 'sonia', 'gandhi', 'launching', '``', 'rahul', 'yaan', ""''"", 'amit', 'shah']",Neutral
AAP Accepts Invitation To Join Rahul Gandhi's Yatra In Gujarat,India,"['aap', 'accepts', 'invitation', 'join', 'rahul', 'gandhi', ""'s"", 'yatra', 'gujarat']",Positive
"Memes That Flooded Social Media During Instagram, Facebook Outage",India,"['meme', 'flooded', 'social', 'medium', 'instagram', 'facebook', 'outage']",Neutral
Maharashtra Congress Holds Strategy Session To Resolve Seat Sharing Issue,India,"['maharashtra', 'congress', 'hold', 'strategy', 'session', 'resolve', 'seat', 'sharing', 'issue']",Positive
Allahabad High Court Commutes Death Sentence Of Rape-Murder Convict To 30-Year Jail Term,India,"['allahabad', 'high', 'court', 'commute', 'death', 'sentence', 'rape-murder', 'convict', '30-year', 'jail', 'term']",Negative
"Kerala Woman Falls Into Well Fleeing From Wild Boar, Rescued After 20 Hours",India,"['kerala', 'woman', 'fall', 'well', 'fleeing', 'wild', 'boar', 'rescued', '20', 'hour']",Positive
Murder Case Filed After Haryana Cop Found Dead In Car: Police,India,"['murder', 'case', 'filed', 'haryana', 'cop', 'found', 'dead', 'car', 'police']",Negative
UP Taxi Driver Trampled To Death By Wild Elephant In Uttarakhand: Cops,India,"['taxi', 'driver', 'trampled', 'death', 'wild', 'elephant', 'uttarakhand', 'cop']",Negative
Police Negligence Helps Murder Accused Escape in Mumbai,India,"['police', 'negligence', 'help', 'murder', 'accused', 'escape', 'mumbai']",Negative
"2 Dead, 472 Roads Blocked As Landslides, Avalanches Hit Parts Of Himachal Pradesh",India,"['2', 'dead', '472', 'road', 'blocked', 'landslide', 'avalanche', 'hit', 'part', 'himachal', 'pradesh']",Negative
"Case Against Rajasthan Man After Wife, 3 Children Found Dead At Home: Cops",India,"['case', 'rajasthan', 'man', 'wife', '3', 'child', 'found', 'dead', 'home', 'cop']",Negative
"Russia Says It ""Neutralized"" ISIS Cell Plotting Attack On Moscow Synagogue",World,"['russia', 'say', '``', 'neutralized', ""''"", 'isi', 'cell', 'plotting', 'attack', 'moscow', 'synagogue']",Negative
Nikon Set To Buy US Movie Camera Maker RED,World,"['nikon', 'set', 'buy', 'u', 'movie', 'camera', 'maker', 'red']",Neutral
"International Patent Filings Fall For First Time In 14 Years, Says UN",World,"['international', 'patent', 'filing', 'fall', 'first', 'time', '14', 'year', 'say', 'un']",Neutral
"EU Demands ""Further Explanations"" From Apple Over Feud With Epic Games",World,"['eu', 'demand', '``', 'explanation', ""''"", 'apple', 'feud', 'epic', 'game']",Negative
Troubling Surge in Sexually Transmitted Infections Across Europe: EU Health Agency,World,"['troubling', 'surge', 'sexually', 'transmitted', 'infection', 'across', 'europe', 'eu', 'health', 'agency']",Negative
"""Making The Bed, Stacking Dishwasher"": Rishi Sunak Reveals Favourite Household Chores",World,"['``', 'making', 'bed', 'stacking', 'dishwasher', ""''"", 'rishi', 'sunak', 'reveals', 'favourite', 'household', 'chore']",Neutral
2023 Was Deadliest Year For Migrants In A Decade: UN,World,"['2023', 'deadliest', 'year', 'migrant', 'decade', 'un']",Neutral
Indonesian Single Mother Turns Autorickshaw Driver To Make Ends Meet,World,"['indonesian', 'single', 'mother', 'turn', 'autorickshaw', 'driver', 'make', 'end', 'meet']",Neutral
"""Islam In Xinjiang Needs To Be Sinicised"", Says China's Top Official",World,"['``', 'islam', 'xinjiang', 'need', 'sinicised', ""''"", 'say', 'china', ""'s"", 'top', 'official']",Positive
Ferrari Stolen From F1 Driver In 1995 Recovered By UK Police,World,"['ferrari', 'stolen', 'f1', 'driver', '1995', 'recovered', 'uk', 'police']",Negative
Explained: What Happens To Coins Thrown Into Rome's Trevi Fountain,World,"['explained', 'happens', 'coin', 'thrown', 'rome', ""'s"", 'trevi', 'fountain']",Neutral
"Garry Kasparov, Chess Legend, On Russia's ""Terrorists And Extremists"" List",World,"['garry', 'kasparov', 'chess', 'legend', 'russia', ""'s"", '``', 'terrorist', 'extremist', ""''"", 'list']",Negative
"US Clings To ""Wrong Perception"", Yet To Fulfil Promises: China Minister",World,"['u', 'cling', '``', 'wrong', 'perception', ""''"", 'yet', 'fulfil', 'promise', 'china', 'minister']",Negative
Fatal 'Parrot Fever' Outbreak Claims 5 Lives Across Europe,World,"['fatal', ""'parrot"", 'fever', 'outbreak', 'claim', '5', 'life', 'across', 'europe']",Negative
"Man Enters Mexico University Campus With Knife, Stabs 2 Women To Death",World,"['man', 'enters', 'mexico', 'university', 'campus', 'knife', 'stab', '2', 'woman', 'death']",Negative
Biden's High-Stakes Address Amid Looming Trump Rematch,World,"['biden', ""'s"", 'high-stakes', 'address', 'amid', 'looming', 'trump', 'rematch']",Negative
"Ocean Temperatures Hit Record High In February, Say EU Scientists",World,"['ocean', 'temperature', 'hit', 'record', 'high', 'february', 'say', 'eu', 'scientist']",Neutral
Microsoft Engineer Says Company's AI Tool Generates Sexual And Violent Images,World,"['microsoft', 'engineer', 'say', 'company', ""'s"", 'ai', 'tool', 'generates', 'sexual', 'violent', 'image']",Negative
"AI Tools By OpenAI, Meta Show Sexist Stereotypes, Says UNESCO",World,"['ai', 'tool', 'openai', 'meta', 'show', 'sexist', 'stereotype', 'say', 'unesco']",Neutral
"China A Global Force For Peace And Stability, Says Foreign Minister",World,"['china', 'global', 'force', 'peace', 'stability', 'say', 'foreign', 'minister']",Positive
Nora AlMatrooshi Becomes 1st Arab Woman To Be Trained As Astronaut By NASA,World,"['nora', 'almatrooshi', 'becomes', '1st', 'arab', 'woman', 'trained', 'astronaut', 'nasa']",Neutral
"""Disgrace For Civilisation"": China Calls For Urgent Gaza Ceasefire",World,"['``', 'disgrace', 'civilisation', ""''"", 'china', 'call', 'urgent', 'gaza', 'ceasefire']",Negative
"Video: Saudi Arabia Robot ""Inappropriately"" Touches Reporter At Event",World,"['video', 'saudi', 'arabia', 'robot', '``', 'inappropriately', ""''"", 'touch', 'reporter', 'event']",Neutral
"February 2024 Warmest On Record, Global Temperatures ""Exceptionally High""",World,"['february', '2024', 'warmest', 'record', 'global', 'temperature', '``', 'exceptionally', 'high', ""''""]",Positive
"Change Name To ""ClosedAI"", Elon Musk Tells Sam Altman's OpenAI. Here's Why",World,"['change', 'name', '``', 'closedai', ""''"", 'elon', 'musk', 'tell', 'sam', 'altman', ""'s"", 'openai', ""'s""]",Neutral
"Taliban Displays Rocket Launchers, Bombs Next To Artefacts In Afghan Museum",World,"['taliban', 'display', 'rocket', 'launcher', 'bomb', 'next', 'artefact', 'afghan', 'museum']",Neutral
"'Rust' Armorer Let Actors Wave Guns, Found Guilty Over Deadly Set Shooting",World,"[""'rust"", 'armorer', 'let', 'actor', 'wave', 'gun', 'found', 'guilty', 'deadly', 'set', 'shooting']",Negative
"3 Killed, 4 Injured After Houthi Missile Hits Ship In Gulf Of Aden",World,"['3', 'killed', '4', 'injured', 'houthi', 'missile', 'hit', 'ship', 'gulf', 'aden']",Negative
"8 Injured In Philadelphia Mass Shooting, Hunt On For Armed Suspect",World,"['8', 'injured', 'philadelphia', 'mass', 'shooting', 'hunt', 'armed', 'suspect']",Negative
Elon Musk Says He Won't Donate To Either US Presidential Candidate,World,"['elon', 'musk', 'say', 'wo', ""n't"", 'donate', 'either', 'u', 'presidential', 'candidate']",Neutral
Kim Jong Un Orders Heightened War Preparations Amid US-South Korea Military Drills,World,"['kim', 'jong', 'un', 'order', 'heightened', 'war', 'preparation', 'amid', 'us-south', 'korea', 'military', 'drill']",Negative
"Russian Rocket Hits Close To Zelensky, Greek PM",World,"['russian', 'rocket', 'hit', 'close', 'zelensky', 'greek', 'pm']",Neutral
Donald Trump Dares Joe Biden To Debate After Jilting Republican Rivals,World,"['donald', 'trump', 'dare', 'joe', 'biden', 'debate', 'jilting', 'republican', 'rival']",Neutral
"Elon Musk Says X Is Considering Removing Likes, Reposts From Content",World,"['elon', 'musk', 'say', 'x', 'considering', 'removing', 'like', 'reposts', 'content']",Positive
South Africa Asks World Court For More Measures Against Israel,World,"['south', 'africa', 'asks', 'world', 'court', 'measure', 'israel']",Neutral
"Biden, Trump Reach Out To Nikki Haley's Supporters After She Drops Out Of Race",World,"['biden', 'trump', 'reach', 'nikki', 'haley', ""'s"", 'supporter', 'drop', 'race']",Positive
"Want Those Involved In May 9 Violence To Be Punished, Says Imran Khan",World,"['want', 'involved', 'may', '9', 'violence', 'punished', 'say', 'imran', 'khan']",Negative
"Missile From Yemen Hits Bulk Carrier In Gulf Of Aden, 2 Dead, 6 Injured",World,"['missile', 'yemen', 'hit', 'bulk', 'carrier', 'gulf', 'aden', '2', 'dead', '6', 'injured']",Negative
"Russia Adds Ex-World Number 1 Chess Player On ""Terrorists"" List: Report",World,"['russia', 'add', 'ex-world', 'number', '1', 'chess', 'player', '``', 'terrorist', ""''"", 'list', 'report']",Positive
"NASA's James Webb Telescope Detects Earliest Known ""Dead"" Galaxy",World,"['nasa', ""'s"", 'james', 'webb', 'telescope', 'detects', 'earliest', 'known', '``', 'dead', ""''"", 'galaxy']",Neutral
"Guard Troops, Cops To Be Deployed On New York Subways: Governor",World,"['guard', 'troop', 'cop', 'deployed', 'new', 'york', 'subway', 'governor']",Neutral
Russia Jails Journalist For 7 Years Over Articles On War Crimes In Ukraine,World,"['russia', 'jail', 'journalist', '7', 'year', 'article', 'war', 'crime', 'ukraine']",Negative
"Nikki Haley Exits US Presidential Campaign, Has A Message For Trump",World,"['nikki', 'haley', 'exit', 'u', 'presidential', 'campaign', 'message', 'trump']",Neutral
Pakistan Court Bars Oath Taking For Candidates Allotted Reserved Seats,World,"['pakistan', 'court', 'bar', 'oath', 'taking', 'candidate', 'allotted', 'reserved', 'seat']",Neutral
"Arctic's First Ice-Free Summer Day May Occur Within A Decade, Study Finds",World,"['arctic', ""'s"", 'first', 'ice-free', 'summer', 'day', 'may', 'occur', 'within', 'decade', 'study', 'find']",Neutral
"Russia, China ""Seriously"" Planning Nuclear Reactor On Moon By 2035: Report",World,"['russia', 'china', '``', 'seriously', ""''"", 'planning', 'nuclear', 'reactor', 'moon', '2035', 'report']",Neutral
From Dutiful To Defiant - Nikki Haley's Failed Presidential Campaign,World,"['dutiful', 'defiant', 'nikki', 'haley', ""'s"", 'failed', 'presidential', 'campaign']",Negative
New York Cartoonist Jumps From 15th Floor Despite Girlfriend's Effort To Save Him,World,"['new', 'york', 'cartoonist', 'jump', '15th', 'floor', 'despite', 'girlfriend', ""'s"", 'effort', 'save']",Positive
"Will Get ""Non-Lethal"" Weapons From China Under New Deal: Maldives President",World,"['get', '``', 'non-lethal', ""''"", 'weapon', 'china', 'new', 'deal', 'maldives', 'president']",Negative
Nikki Haley To Drop Out Of US Presidential Race: Report,World,"['nikki', 'haley', 'drop', 'u', 'presidential', 'race', 'report']",Negative
US Teen Charged With First-Degree Murder Of A Lyft Driver,World,"['u', 'teen', 'charged', 'first-degree', 'murder', 'lyft', 'driver']",Negative
"Zulfikar Ali Bhutto, Hanged To Death, Didn't Get Fair Trial: Pak Supreme Court",World,"['zulfikar', 'ali', 'bhutto', 'hanged', 'death', ""n't"", 'get', 'fair', 'trial', 'pak', 'supreme', 'court']",Negative
"US Diver Recovers Hundreds Of Apple Watches, Warns About Watch Bands",World,"['u', 'diver', 'recovers', 'hundred', 'apple', 'watch', 'warns', 'watch', 'band']",Negative
"""Sad It's Come To This"": OpenAI Denies Elon Musk's ""Betrayal"" Accusations",World,"['``', 'sad', ""'s"", 'come', ""''"", 'openai', 'denies', 'elon', 'musk', ""'s"", '``', 'betrayal', ""''"", 'accusation']",Negative
"ASEAN Nations, Australia Call For Lasting Gaza Ceasefire",World,"['asean', 'nation', 'australia', 'call', 'lasting', 'gaza', 'ceasefire']",Neutral
Man Who Took 217 Covid Vaccines Has Fully Functional Immune System: Study,World,"['man', 'took', '217', 'covid', 'vaccine', 'fully', 'functional', 'immune', 'system', 'study']",Positive
"Australia's Beach Named World's Best Despite Deadly Animals, Wild Weather",World,"['australia', ""'s"", 'beach', 'named', 'world', ""'s"", 'best', 'despite', 'deadly', 'animal', 'wild', 'weather']",Positive
"Hamas Says ""Showing Flexibility"", Will Continue Ceasefire Negotiations",World,"['hamas', 'say', '``', 'showing', 'flexibility', ""''"", 'continue', 'ceasefire', 'negotiation']",Neutral
Indian-American Nikki Haley Wins Vermont Republican Primary Against Donald Trump,World,"['indian-american', 'nikki', 'haley', 'win', 'vermont', 'republican', 'primary', 'donald', 'trump']",Positive
Biden Calls On Hamas To Accept Ceasefire Deal Before Ramadan Begins,World,"['biden', 'call', 'hamas', 'accept', 'ceasefire', 'deal', 'ramadan', 'begin']",Positive
